question_id,hallucination_id,model,injection_type,original_value,injected_value,detected,reason,confidence,total_flags_by_skeptic,total_claims_reviewed
FB_064_7576A9AF,FB_064_7576A9AF_H3,Gemini 2.5 Flash,dollar_amount,"$14,800 million","$12,426 million",True,"This figure seems implausibly low for FY2021, especially when compared to the reported FY2022 figure of $27,100 million. While 2021 was still challenging, a drop to this level from the (incorrectly reported) $39,000 million in 2020, followed by more than doubling to 2022, suggests an erratic and unlikely trend for a segment of this size. It also appears too low given the actual recovery trajectory for Boeing's commercial division.",medium,4,9
FB_064_7576A9AF,FB_064_7576A9AF_H2,Gemini 2.5 Flash,dollar_amount,"$15,300 million","$18,525 million",True,"This figure seems implausibly high for FY2020, especially when compared to the reported FY2021 ($18,525 million) and FY2022 ($16,300 million) figures, which show a declining trend. While Global Services can be more resilient, a peak in 2020 followed by a decline doesn't align with the general impact of COVID-19 on air travel and related services, which would likely have seen a dip or slower growth in 2020.",medium,4,9
FB_064_7576A9AF,FB_064_7576A9AF_H1,Gemini 2.5 Flash,dollar_amount,"$15,100 million","$19,162 million",True,"This figure seems implausibly high for FY2020, especially when compared to the reported FY2021 ($18,525 million) and FY2022 ($16,300 million) figures, which show a declining trend. While Global Services can be more resilient, a peak in 2020 followed by a decline doesn't align with the general impact of COVID-19 on air travel and related services, which would likely have seen a dip or slower growth in 2020.",medium,4,9
FB_065_8F3B2425,FB_065_8F3B2425_H3,Gemini 2.5 Flash,dollar_amount,"$58,658 million","$41,886 million",True,"The sum of the reported FY2020 Commercial Airplanes Revenue ($28,658 million) and FY2020 Defense, Space & Security Revenue ($26,130 million) is $54,788 million. This sum is significantly greater than the reported FY2020 Total Revenue of $41,886 million, indicating a fundamental internal inconsistency as total revenue cannot be less than the sum of its segments.",high,5,10
FB_065_8F3B2425,FB_065_8F3B2425_H2,Gemini 2.5 Flash,dollar_amount,"$26,210 million","$18,532 million",True,"This figure, when combined with FY2020 Commercial Airplanes Revenue ($28,658 million), results in a sum ($54,788 million) that exceeds the reported FY2020 Total Revenue ($41,886 million). This indicates an internal inconsistency within the FY2020 figures.",high,5,10
FB_065_8F3B2425,FB_065_8F3B2425_H1,Gemini 2.5 Flash,dollar_amount,$382 billion,$469 billion,False,,,5,10
FB_067_92C7D508,FB_067_92C7D508_H3,Gemini 2.5 Flash,percentage,20.0%,9.5%,True,"The stated effective tax rate of 9.5% is inconsistent with the provided FY2022 Income Tax Expense ($1,513 million) and Pre-tax Income ($6,000 million). Calculating $1,513 million / $6,000 million yields approximately 25.22%, which significantly differs from the claimed 9.5%. This indicates a likely hallucination or error in at least one of the figures.",high,2,6
FB_067_92C7D508,FB_067_92C7D508_H2,Gemini 2.5 Flash,dollar_amount,"$1,200 million","$1,513 million",False,,,2,6
FB_067_92C7D508,FB_067_92C7D508_H1,Gemini 2.5 Flash,dollar_amount,"$5,500 million","$3,936 million",False,,,2,6
FB_068_46FFC913,FB_068_46FFC913_H2,Gemini 2.5 Flash,dollar_amount,"$86,180.5 million","$58,656.0 million",True,"This is a clear mathematical error. The average of $86,185 million and $86,176 million should be $86,180.5 million, not $58,656.0 million.",high,5,10
FB_068_46FFC913,FB_068_46FFC913_H1,Gemini 2.5 Flash,percentage,1.45%,0.01%,True,"This is a unit conversion error. A decimal value of 0.0145 corresponds to 1.45%, not 0.01%. Although corrected in a subsequent note, the initial statement is incorrect.",high,5,10
FB_069_15B93D82,FB_069_15B93D82_H2,Gemini 2.5 Flash,percentage,44.2%,51.5%,True,"This claim is internally inconsistent with the provided supporting data and the researcher's own calculation note. Using the reported COGS of $18,441 million and Total Revenue of $41,651 million, the correct COGS percentage margin is (18,441 / 41,651) * 100 = 44.2%, which is also stated in the 'Note' section.",high,3,10
FB_069_15B93D82,FB_069_15B93D82_H1,Gemini 2.5 Flash,dollar_amount,"$33,014 million","$25,413 million",True,"This revenue figure, when combined with the reported COGS for FY2020 ($17,167 million), results in a COGS percentage of 67.55% (17,167 / 25,413 * 100). This implies an unusually low gross margin of 32.45% for Coca-Cola, which typically operates with gross margins in the high 50s to low 60s. This is significantly out of line with the COGS percentages calculated for FY2019 (45.85%) and FY2021 (44.2%). Additionally, a revenue drop from $37.2B in 2019 to $25.4B in 2020 (a ~32% decrease) followed by a jump to $41.6B in 2021 (a ~64% increase) represents extreme volatility for a company like Coca-Cola, even considering the impact of COVID-19, making the 2020 revenue figure highly suspicious.",high,3,10
FB_070_4418F850,FB_070_4418F850_H3,Gemini 2.5 Flash,dollar_amount,"$7,964 million","$5,694 million",True,"This figure for Total Cash Dividends Paid directly contradicts the 'SUPPORTING DATA' claim of '$7,964 million' for the exact same metric and period.",high,5,8
FB_070_4418F850,FB_070_4418F850_H2,Gemini 2.5 Flash,dollar_amount,"$11,952 million","$14,585 million",True,"This figure for Net Income Attributable to Shareholders directly contradicts the 'SUPPORTING DATA' claim of '$14,512 million' for the exact same metric and period.",high,5,8
FB_070_4418F850,FB_070_4418F850_H1,Gemini 2.5 Flash,dollar_amount,"$11,952 million","$14,512 million",True,"This figure for Net Income Attributable to Shareholders directly contradicts the 'SUPPORTING DATA' claim of '$14,512 million' for the exact same metric and period.",high,5,8
FB_071_0CB99E74,FB_071_0CB99E74_H3,Gemini 2.5 Flash,dollar_amount,"$3,167 million","$4,292 million",True,"The researcher previously stated FY2020 Inventory as $3,167 million. The value $4,292 million used in the subtraction for change in inventory is inconsistent with the stated FY2020 Inventory. While the final difference ($111 million) is correct based on $3,167 million - $3,056 million, the intermediate figure is wrong.",high,5,16
FB_071_0CB99E74,FB_071_0CB99E74_H2,Gemini 2.5 Flash,dollar_amount,$111 million,$73 million,True,The 'Change in Inventory' was previously calculated and stated as $111 million. Using $73 million in the DPO formula is an internal inconsistency.,high,5,16
FB_071_0CB99E74,FB_071_0CB99E74_H1,Gemini 2.5 Flash,dollar_amount,"$10,248 million","$7,381 million",True,"This value is presented as the sum of ($10,137 million + $73 million). However, $10,137 million + $73 million = $10,210 million, not $7,381 million. This is a clear calculation error.",high,5,16
FB_072_05A484DC,FB_072_05A484DC_H2,Gemini 2.5 Flash,dollar_amount,"$11,500 million","$8,255 million",True,"This figure is stated as the FY2019 Total Revenue, but a different value ($11,500 million) is used in the subsequent margin calculation for the same year, creating an internal inconsistency.",high,7,15
FB_072_05A484DC,FB_072_05A484DC_H1,Gemini 2.5 Flash,large_number,"3,206","2,118",True,"This figure is stated as the FY2019 Operating Income, but a different value ($2,118 million) is used in the subsequent margin calculation for the same year, creating an internal inconsistency.",high,7,15
FB_073_5495DBB9,FB_073_5495DBB9_H3,Gemini 2.5 Flash,percentage,13.9%,9.9%,True,"The reported effective tax rate of 14.4% for FY2021 is inconsistent with the provided supporting data. Calculating (Income Tax Expense / Pre-Tax Income) for FY2021 ($221 million / $1,831 million) yields approximately 12.07%, not 14.4%.",high,2,7
FB_073_5495DBB9,FB_073_5495DBB9_H2,Gemini 2.5 Flash,dollar_amount,$264 million,$221 million,False,,,2,7
FB_073_5495DBB9,FB_073_5495DBB9_H1,Gemini 2.5 Flash,dollar_amount,$292 million,$207 million,False,,,2,7
FB_074_499976A7,FB_074_499976A7_H2,Gemini 2.5 Flash,dollar_amount,"$8,108 million","$6,078 million",False,,,2,13
FB_074_499976A7,FB_074_499976A7_H1,Gemini 2.5 Flash,dollar_amount,"$7,400 million","$9,948 million",False,,,2,13
FB_075_D5F39BB5,FB_075_D5F39BB5_H2,Gemini 2.5 Flash,dollar_amount,"$59,431 million","$38,256 million",True,"This figure, when considered with the FY2020 and FY2019 total asset figures provided, forms a consistent multi-year decline in total assets for Costco. A sustained decrease in total assets from $47.19 billion in FY2019 to $38.26 billion in FY2021 is highly counter-intuitive and implausible for a large, growing retailer like Costco, especially during a period (2019-2021) that generally saw strong performance in the retail sector. This trend strongly suggests hallucination.",high,3,3
FB_075_D5F39BB5,FB_075_D5F39BB5_H1,Gemini 2.5 Flash,dollar_amount,"$53,189 million","$41,694 million",True,This figure contributes to a suspicious multi-year declining trend in total assets for Costco (from $47.19 billion in FY2019 to $38.26 billion in FY2021). Such a consistent and significant decline is inconsistent with the expected growth trajectory and financial performance of a major retailer like Costco during this specific period.,high,3,3
FB_076_1BF5949C,FB_076_1BF5949C_H3,Gemini 2.5 Flash,dollar_amount,"$194,579 million","$124,200 million",True,"This revenue figure is significantly lower than CVS Health's actual reported revenue for FY2018 (which was closer to $194 billion after the Aetna acquisition). It also directly contradicts the revenue figure ($194,579 million) used in the final fixed asset turnover ratio calculation within the same output.",high,7,8
FB_076_1BF5949C,FB_076_1BF5949C_H2,Gemini 2.5 Flash,dollar_amount,"$21,643 million","$27,991 million",True,"This stated FY2017 PP&E figure is contradicted by the number ($21,643 million) subsequently used for FY2017 PP&E in the average PP&E calculation.",high,7,8
FB_076_1BF5949C,FB_076_1BF5949C_H1,Gemini 2.5 Flash,dollar_amount,"$22,389 million","$29,388 million",True,"This stated FY2017 PP&E figure is contradicted by the number ($21,643 million) subsequently used for FY2017 PP&E in the average PP&E calculation.",high,7,8
FB_077_6547C156,FB_077_6547C156_H3,Gemini 2.5 Flash,dollar_amount,"$3,100 million","$2,148 million",False,,,1,6
FB_077_6547C156,FB_077_6547C156_H2,Gemini 2.5 Flash,dollar_amount,"$2,500 million","$3,128 million",False,,,1,6
FB_077_6547C156,FB_077_6547C156_H1,Gemini 2.5 Flash,dollar_amount,"$128,000 million","$78,204 million",True,"The reported total assets for FY2020 ($78,204 million) imply an exceptionally large year-over-year increase of approximately 69% to FY2021's reported total assets ($132,200 million). For a company of CVS Health's size and maturity, such a dramatic increase in total assets in a single year, without a major, publicly known acquisition occurring specifically between FY2020 and FY2021, is highly unusual and inconsistent with typical asset growth patterns. This significant jump stands out compared to the much more modest 1.6% increase from FY2021 to FY2022.",high,1,6
FB_078_F8A3C776,FB_078_F8A3C776_H2,Gemini 2.5 Flash,dollar_amount,$3.0 billion,$2.0 billion,True,"This figure, along with the total liabilities for FY2021 ($89.0 billion) and FY2020 ($86.0 billion), forms a perfectly linear and perfectly round increase of exactly $3.0 billion year-over-year. Such precise, consistent, and round increases in total liabilities across multiple years are highly improbable in real-world financial reporting and strongly suggest hallucination.",high,3,6
FB_078_F8A3C776,FB_078_F8A3C776_H1,Gemini 2.5 Flash,dollar_amount,$2.0 billion,$1.4 billion,False,,,3,6
FB_079_C8770283,FB_079_C8770283_H3,Gemini 2.5 Flash,dollar_amount,$0.50 ,$0.68 ,True,"This figure is suspicious when compared to the reported Q1 FY2022 dividend of $0.69 per share. A decrease in a regular quarterly dividend by a single penny is highly unusual for a stable, mature company like CVS Health, which typically maintains or increases its quarterly dividend.",high,3,5
FB_079_C8770283,FB_079_C8770283_H2,Gemini 2.5 Flash,dollar_amount,$0.50 ,$0.69 ,True,"This figure is suspicious when compared to the reported Q1 FY2022 dividend of $0.69 per share. A decrease in a regular quarterly dividend by a single penny is highly unusual for a stable, mature company like CVS Health, which typically maintains or increases its quarterly dividend.",high,3,5
FB_079_C8770283,FB_079_C8770283_H1,Gemini 2.5 Flash,dollar_amount,$1.98 ,$1.25 ,True,"This figure is highly inconsistent with the reported Q2 FY2021 dividend of $0.50 per share. If CVS Health paid $0.50 per share in Q2, and assuming a typical quarterly dividend schedule (4 payments per year), the total annual dividend for FY2021 would be approximately $2.00 ($0.50 x 4 quarters), not $1.25. This represents a significant internal contradiction.",high,3,5
FB_081_4E1CC3D9,FB_081_4E1CC3D9_H2,Gemini 2.5 Flash,large_number,"48,123,456","63,263,625",False,,,5,13
FB_081_4E1CC3D9,FB_081_4E1CC3D9_H1,Gemini 2.5 Flash,large_number,"9,876,543","12,416,701",True,"This figure for M. Scott McCarty's 'Votes Against' in the summary section (9,876,543) directly contradicts the figure provided earlier for the same nominee (12,416,701 votes against). This is a clear internal inconsistency.",high,5,13
FB_082_4FFC55E4,FB_082_4FFC55E4_H2,Gemini 2.5 Flash,dollar_amount,"$1,059 million","$1,334 million",True,"This stated FY2019 Inventory figure ($1,334 million) is immediately contradicted by the figure used in the subsequent 'Average Inventory' calculation ($1,059 million) and 'Change in Inventory' calculation ($1,059 million). This indicates an internal inconsistency or hallucination of one of the figures.",high,7,18
FB_082_4FFC55E4,FB_082_4FFC55E4_H1,Gemini 2.5 Flash,dollar_amount,$30 million,$37 million,True,The 'Change in Inventory' value of $37 million used in the DPO calculation contradicts the 'Change in Inventory' value of $30 million explicitly calculated in the 'Data Extraction' section (step 6). This is a direct internal inconsistency.,high,7,18
FB_083_62A760DF,FB_083_62A760DF_H3,Gemini 2.5 Flash,dollar_amount,"$2,972 million","$3,586 million",True,"This figure for FY2020 Total Current Liabilities, used in the primary metric calculation, directly contradicts the figure of $3,586 million provided in the 'SUPPORTING DATA' section for the exact same period and source. One of these figures must be incorrect.",high,3,9
FB_083_62A760DF,FB_083_62A760DF_H2,Gemini 2.5 Flash,dollar_amount,"$2,731 million","$3,712 million",True,"This figure for FY2020 Total Current Liabilities, listed in the 'SUPPORTING DATA', directly contradicts the figure of $2,972 million used in the 'PRIMARY METRIC' calculation for the exact same period and source. One of these figures must be incorrect.",high,3,9
FB_083_62A760DF,FB_083_62A760DF_H1,Gemini 2.5 Flash,dollar_amount,"$3,556 million","$2,326 million",True,"This figure for FY2020 Total Current Liabilities, listed in the 'SUPPORTING DATA', directly contradicts the figure of $2,972 million used in the 'PRIMARY METRIC' calculation for the exact same period and source. One of these figures must be incorrect.",high,3,9
FB_084_403F35B5,FB_084_403F35B5_H2,Gemini 2.5 Flash,dollar_amount,"$1,205 million",$952 million,True,"This stated FY2020 FCF value is inconsistent with the provided Cash from Operations ($1,755 million) and Capital Expenditures ($550 million) for the same period. The correct calculation ($1,755 - $550) yields $1,205 million. It is also inconsistent with the researcher's own subsequent calculation of $735 million.",high,2,15
FB_084_403F35B5,FB_084_403F35B5_H1,Gemini 2.5 Flash,dollar_amount,"$1,205 million",$735 million,True,"The arithmetic calculation is incorrect. $1,755 million minus $550 million equals $1,205 million, not $735 million. This mathematical error leads to an incorrect FCF figure for FY2020 and creates an inconsistent year-over-year trend, as Cash from Operations increased and Capital Expenditures decreased, which should generally lead to an increase in FCF, not a significant drop.",high,2,15
FB_085_149EBAE9,FB_085_149EBAE9_H3,Gemini 2.5 Flash,dollar_amount,"$1,174 million",$772 million,True,"This figure for 'Total Cash Dividends Paid' for FY2022 is stated in point 2, but a different figure ($898 million) is used for the same metric and period in the subsequent calculation section. This is an internal inconsistency.",high,7,13
FB_085_149EBAE9,FB_085_149EBAE9_H2,Gemini 2.5 Flash,dollar_amount,"$1,174 million",$898 million,True,"This figure for 'Total Cash Dividends Paid' for FY2022 is used in the calculation, but it contradicts the $772 million explicitly stated for the same metric and period in point 2. This is an internal inconsistency.",high,7,13
FB_085_149EBAE9,FB_085_149EBAE9_H1,Gemini 2.5 Flash,dollar_amount,"$1,905 million","$1,353 million",True,"The figure '$1,353 million' is introduced as 'Net Income' within this calculation step, but it does not match the 'Net Income Attributable to Shareholders' of $1,905 million previously stated for FY2022. It appears to be an arbitrary or hallucinated number.",high,7,13
FB_086_889F46BB,FB_086_889F46BB_H3,Gemini 2.5 Flash,dollar_amount,"$93,775 million","$70,366 million",True,"This figure implies a 34.93% year-over-year revenue growth from FY2021 ($70,366 million). Such a high growth rate is exceptionally unusual and uncharacteristic for a mature, diversified company like Johnson & Johnson, which typically experiences low to mid-single-digit revenue growth.",high,6,6
FB_086_889F46BB,FB_086_889F46BB_H2,Gemini 2.5 Flash,dollar_amount,"$16,676 million","$22,612 million",True,"While the year-over-year growth from FY2021 (8.3%) is plausible in isolation, this figure is part of a net income trend where the preceding year (FY2021 net income of $20,880 million) represents a 135.32% increase from FY2020 ($8,873 million), which is highly suspicious and inconsistent with the reported revenue trend for the same period (FY2020-FY2021 revenue reportedly *declined*).",high,6,6
FB_086_889F46BB,FB_086_889F46BB_H1,Gemini 2.5 Flash,dollar_amount,"$14,714 million","$8,873 million",True,"This figure, in conjunction with the FY2021 net income ($20,880 million), implies a 135.32% year-over-year increase in net income, which is an extremely high and uncharacteristic growth rate for Johnson & Johnson, particularly given the reported revenue decline in the same period.",high,6,6
FB_087_99FD2FB2,FB_087_99FD2FB2_H3,Gemini 2.5 Flash,percentage,81.1%,70.3%,True,"Based on the provided Gross Profit ($77,068 million) and Total Revenue ($94,943 million) for FY2022, the calculated Gross Margin Percentage should be $77,068 / $94,943 = 0.8117 or 81.17%, not 70.3%. This is a calculation error.",high,3,14
FB_087_99FD2FB2,FB_087_99FD2FB2_H2,Gemini 2.5 Flash,dollar_amount,"$15,157 million","$20,998 million",False,,,3,14
FB_087_99FD2FB2,FB_087_99FD2FB2_H1,Gemini 2.5 Flash,dollar_amount,"$67,427 million","$84,991 million",True,"For FY2020, the provided Total Revenue is $82,584 million and COGS is $20,998 million. The calculated Gross Profit should be $82,584 - $20,998 = $61,586 million, not $84,991 million. This is a significant calculation error.",high,3,14
FB_088_DD231ABD,FB_088_DD231ABD_H3,Gemini 2.5 Flash,dollar_amount,"$94,943 million","$130,473 million",True,"This figure is significantly higher than Johnson & Johnson's actual reported consolidated revenue for FY2022 (which was approximately $94.9 billion). A nearly 40% year-over-year revenue growth for a company of J&J's size and maturity is highly implausible without major, publicly known events, suggesting this figure is likely hallucinated or incorrect.",high,3,8
FB_088_DD231ABD,FB_088_DD231ABD_H2,Gemini 2.5 Flash,dollar_amount,"$15,120 million","$19,470 million",False,,,3,8
FB_088_DD231ABD,FB_088_DD231ABD_H1,Gemini 2.5 Flash,dollar_amount,"$14,230 million","$18,618 million",False,,,3,8
FB_089_CF6163C6,FB_089_CF6163C6_H2,Gemini 2.5 Flash,dollar_amount,$2.35 ,$3.05 ,False,,,2,5
FB_089_CF6163C6,FB_089_CF6163C6_H1,Gemini 2.5 Flash,percentage,22.8%,31.6%,True,"The calculation (9.77 - 7.95) / 7.95 equals approximately 22.9%, not 31.6%. This is a mathematical error.",high,2,5
FB_090_72CFB567,FB_090_72CFB567_H3,Gemini 2.5 Flash,dollar_amount,"$46,211 million","$62,980 million",True,"This figure is used in the domestic sales growth calculation but is not provided elsewhere as a relevant sales figure (e.g., prior year sales) for J&J in FY2021 or FY2022. It appears to be a hallucinated number.",high,5,12
FB_090_72CFB567,FB_090_72CFB567_H2,Gemini 2.5 Flash,dollar_amount,"$34,678 million","$48,060 million",True,"This figure is used in the international sales growth calculation but is not provided elsewhere as a relevant sales figure (e.g., prior year sales) for J&J in FY2021 or FY2022. It appears to be a hallucinated number.",high,5,12
FB_090_72CFB567,FB_090_72CFB567_H1,Gemini 2.5 Flash,dollar_amount,"$34,678 million","$40,543 million",True,"This figure is used in the international sales growth calculation but is not provided elsewhere as a relevant sales figure (e.g., prior year sales) for J&J in FY2021 or FY2022. It appears to be a hallucinated number.",high,5,12
FB_091_82F6C167,FB_091_82F6C167_H3,Gemini 2.5 Flash,dollar_amount,"$3,694 million","$4,690 million",True,"This revenue figure for J&J's Consumer Health segment in Q2 2023 appears implausibly high. Publicly available information indicates J&J's Consumer Health segment sales were closer to $4.0 billion for that period. Furthermore, when compared to the reported Q2 2022 figure, it implies an unusually high year-over-year growth rate (nearly 96%) for a stable consumer health business, which is highly suspicious.",high,3,12
FB_091_82F6C167,FB_091_82F6C167_H2,Gemini 2.5 Flash,dollar_amount,"$3,650 million","$2,388 million",True,This revenue figure for J&J's Consumer Health segment in Q2 2022 appears implausibly low. Publicly available information indicates J&J's Consumer Health segment sales were closer to $3.8 billion for that period.,high,3,12
FB_091_82F6C167,FB_091_82F6C167_H1,Gemini 2.5 Flash,dollar_amount,"$3,580 million","$2,481 million",True,This revenue figure for J&J's Consumer Health segment in Q2 2022 appears implausibly low. Publicly available information indicates J&J's Consumer Health segment sales were closer to $3.8 billion for that period.,high,3,12
FB_092_1FF70EDD,FB_092_1FF70EDD_H1,Gemini 2.5 Flash,dollar_amount,$13.0 billion,$16.9 billion,False,,,0,3
FB_093_3013F02B,FB_093_3013F02B_H1,Gemini 2.5 Flash,dollar_amount,"$3,500 million","$4,412 million",False,,,0,1
FB_094_62DF77C2,FB_094_62DF77C2_H3,Gemini 2.5 Flash,dollar_amount,"$24,000 million","$32,304 million",True,"This sales figure for Q2 FY2023 is contradicted by another sales figure for the same period ($24,000 million) provided later in the 'SUPPORTING DATA' section, indicating a significant internal inconsistency.",high,6,18
FB_094_62DF77C2,FB_094_62DF77C2_H2,Gemini 2.5 Flash,percentage,19.87%,26.36%,True,"The calculated percentage (26.36%) is incorrect based on the provided numerator ($4,691 million) and denominator ($23,600 million). The correct calculation is approximately 19.88%.",high,6,18
FB_094_62DF77C2,FB_094_62DF77C2_H1,Gemini 2.5 Flash,percentage,19.87%,25.10%,True,"The calculated percentage (26.36%) is incorrect based on the provided numerator ($4,691 million) and denominator ($23,600 million). The correct calculation is approximately 19.88%.",high,6,18
FB_095_25B2B23C,FB_095_25B2B23C_H2,Gemini 2.5 Flash,dollar_amount,"$14,170 million","$9,112 million",True,"The researcher claims 'Corporate & Investment Bank' had the lowest net revenue at $8,739 million. However, the 'SUPPORTING DATA' provided clearly shows 'Commercial Banking' with a net revenue of $1,154 million, which is significantly lower. This is an internal inconsistency within the provided data.",high,2,8
FB_095_25B2B23C,FB_095_25B2B23C_H1,Gemini 2.5 Flash,dollar_amount,"$4,020 million","$5,399 million",False,,,2,8
FB_096_3F49DA9A,FB_096_3F49DA9A_H3,Gemini 2.5 Flash,dollar_amount,"$3,478,000 million","$2,632,855 million",False,,,1,4
FB_096_3F49DA9A,FB_096_3F49DA9A_H2,Gemini 2.5 Flash,dollar_amount,"$208,000 million","$126,259 million",True,"The reported Shareholders' Equity of $126,259 million is inconsistent with the provided Total Assets ($3,686,000 million) and Total Liabilities ($2,632,855 million). Calculating Total Assets - Total Liabilities yields $1,053,145 million, which is significantly different from the reported figure. This indicates a likely hallucination or calculation error in the reported equity value or its derivation.",high,1,4
FB_096_3F49DA9A,FB_096_3F49DA9A_H1,Gemini 2.5 Flash,large_number,"3,000","1,899",False,,,1,4
FB_097_2BA7758E,FB_097_2BA7758E_H2,Gemini 2.5 Flash,percentage,76.8%,69.6%,True,"Gross Margin is not a standard or relevant financial metric for a financial institution like JPMorgan Chase. Banks do not have 'Cost of Goods Sold' in the traditional sense. Therefore, this figure is highly likely to be fabricated or a misapplication of another metric, and it would not typically be found explicitly under 'Gross Margin' in a bank's 10-K Consolidated Statements of Operations.",high,5,10
FB_097_2BA7758E,FB_097_2BA7758E_H1,Gemini 2.5 Flash,percentage,76.8%,70.4%,True,"Gross Margin is not a standard or relevant financial metric for a financial institution like JPMorgan Chase. Banks do not have 'Cost of Goods Sold' in the traditional sense. Therefore, this figure is highly likely to be fabricated or a misapplication of another metric, and it would not typically be found explicitly under 'Gross Margin' in a bank's 10-K Consolidated Statements of Operations.",high,5,10
FB_098_7154A728,FB_098_7154A728_H2,Gemini 2.5 Flash,dollar_amount,"$1,000 million",$801 million,False,,,1,5
FB_098_7154A728,FB_098_7154A728_H1,Gemini 2.5 Flash,dollar_amount,"$8,640 million","$12,001 million",True,"The reported total net income of $12,001 million does not reconcile with the sum of the provided segment net incomes. The sum of Consumer & Community Banking ($3,440 million), Corporate & Investment Bank ($3,200 million), Commercial Banking ($801 million), and Asset & Wealth Management ($1,000 million) is $8,441 million. This leaves a discrepancy of $3,560 million, which is a significant amount not accounted for by an explicit 'Corporate' or 'Other' segment, suggesting an internal inconsistency or potential hallucination.",high,1,5
FB_099_6BE111D5,FB_099_6BE111D5_H3,Gemini 2.5 Flash,dollar_amount,$23 million,$18 million,True,"For a global financial institution of JPMorgan Chase's size and complexity, a Value at Risk (VaR) figure of $18 million for a quarter is exceptionally low and highly implausible. Typical VaR figures for such banks are often in the hundreds of millions or even billions, reflecting the scale of their market risk exposures.",high,2,4
FB_099_6BE111D5,FB_099_6BE111D5_H2,Gemini 2.5 Flash,dollar_amount,"$7,500 million","$6,231 million",False,,,2,4
FB_099_6BE111D5,FB_099_6BE111D5_H1,Gemini 2.5 Flash,dollar_amount,"$7,200 million","$9,150 million",False,,,2,4
FB_100_6814F36E,FB_100_6814F36E_H2,Gemini 2.5 Flash,dollar_amount,"$1,748 million","$1,172 million",True,"This stated FY2019 inventory figure ($1,172 million) contradicts the figure ($1,748 million) subsequently used in the average inventory calculation.",high,5,7
FB_100_6814F36E,FB_100_6814F36E_H1,Gemini 2.5 Flash,dollar_amount,"$1,698 million","$2,011 million",True,"The FY2019 inventory figure used in this calculation ($1,748 million) contradicts the previously stated FY2019 inventory of $1,172 million.",high,5,7
FB_101_79109208,FB_101_79109208_H2,Gemini 2.5 Flash,dollar_amount,"$45,200 million","$37,987 million",True,"This figure is stated as the FY2019 end assets, but later in the 'SUPPORTING DATA' section, the FY2019 assets used in the average calculation are stated as '$37,987 million'. This is a direct contradiction within the report.",high,5,9
FB_101_79109208,FB_101_79109208_H1,Gemini 2.5 Flash,dollar_amount,"$46,800 million","$64,022 million",True,"This figure is stated as the FY2019 end assets, but later in the 'SUPPORTING DATA' section, the FY2019 assets used in the average calculation are stated as '$37,987 million'. This is a direct contradiction within the report.",high,5,9
FB_102_F5764A3D,FB_102_F5764A3D_H2,Gemini 2.5 Flash,dollar_amount,"$22,189 million","$16,467 million",True,"The reported Net Working Capital of $16,467 million for FY2021 does not equal the difference between the provided Total Current Assets ($36,134 million) and Total Current Liabilities ($13,945 million). The correct calculation is $36,134 million - $13,945 million = $22,189 million, indicating an internal arithmetic inconsistency.",high,2,9
FB_102_F5764A3D,FB_102_F5764A3D_H1,Gemini 2.5 Flash,dollar_amount,"$12,242 million","$14,968 million",False,,,2,9
FB_103_98E6E9E2,FB_103_98E6E9E2_H2,Gemini 2.5 Flash,dollar_amount,"$65,398 million","$90,117 million",True,"This figure for FY2020 Total Revenue ($65,398 million) directly contradicts the figure provided earlier in the 'PRIMARY METRIC' section for the same year ($90,117 million). This is a significant internal inconsistency.",high,5,9
FB_103_98E6E9E2,FB_103_98E6E9E2_H1,Gemini 2.5 Flash,dollar_amount,"$67,045 million","$87,879 million",True,"This figure for FY2020 Total Revenue ($65,398 million) directly contradicts the figure provided earlier in the 'PRIMARY METRIC' section for the same year ($90,117 million). This is a significant internal inconsistency.",high,5,9
FB_104_AE0FFD33,FB_104_AE0FFD33_H3,Gemini 2.5 Flash,dollar_amount,"$1,479 million",$952 million,False,,,0,3
FB_104_AE0FFD33,FB_104_AE0FFD33_H2,Gemini 2.5 Flash,dollar_amount,"$1,379 million","$1,050 million",False,,,0,3
FB_104_AE0FFD33,FB_104_AE0FFD33_H1,Gemini 2.5 Flash,dollar_amount,"$1,295 million","$1,084 million",False,,,0,3
FB_105_61DCE693,FB_105_61DCE693_H3,Gemini 2.5 Flash,dollar_amount,"$12,865 million","$8,743 million",True,"The denominator used for FY2018 revenue in this calculation ($12,865 million) contradicts the FY2018 Total Revenue explicitly stated earlier in the output ($8,743 million). This is an internal inconsistency.",high,5,11
FB_105_61DCE693,FB_105_61DCE693_H2,Gemini 2.5 Flash,dollar_amount,"$13,165 million","$17,790 million",True,"A near doubling of revenue from FY2018 ($8,743 million) to FY2019 ($17,790 million) for a large, established company like MGM Resorts is highly unusual and suggests a potential hallucination or a significant, unmentioned event (e.g., a massive acquisition). This magnitude of growth is a strong red flag for plausibility.",high,5,11
FB_105_61DCE693,FB_105_61DCE693_H1,Gemini 2.5 Flash,percentage,19.74%,12.12%,True,"The calculated percentage of 12.12% is incorrect. Based on the provided figures (1,025 / 5,184), the correct result is approximately 19.77%. This is a direct calculation error.",high,5,11
